TIME,POWER,CADENCE
20190106-204047,250,75.0,80.78612673823433
20190106-204048,250,75.0,80.78612673823433
20190106-204049,250,75.0,80.78612673823433
20190106-204050,250,75.0,80.78612673823433
20190106-204051,250,75.0,80.78612673823433
20190106-204052,250,75.0,80.78612673823433
20190106-204053,250,75.0,80.78612673823433
20190106-204054,250,75.0,80.78612673823433
20190106-204055,250,75.0,80.78612673823433
20190106-204056,250,75.0,80.78612673823433
20190106-204057,250,75.0,80.78612673823433
20190106-204058,250,75.0,80.78612673823433
20190106-204059,250,75.0,80.78612673823433
20190106-204100,250,75.0,80.78612673823433
20190106-204101,250,75.0,80.78612673823433
20190106-204102,250,75.0,80.78612673823433
20190106-204103,250,75.0,80.78612673823433
20190106-204104,250,75.0,80.78612673823433
20190106-204105,250,75.0,80.78612673823433
20190106-204106,250,75.0,80.78612673823433
20190106-204107,250,75.0,80.78612673823433
20190106-204108,250,75.0,80.78612673823433
20190106-204109,250,75.0,80.78612673823433
20190106-204110,250,75.0,80.78612673823433
20190106-204111,250,75.0,80.78612673823433
20190106-204112,250,75.0,80.78612673823433
20190106-204113,250,75.0,80.78612673823433
20190106-204114,250,75.0,80.78612673823433
20190106-204115,250,75.0,80.78612673823433
20190106-204116,250,75.0,80.78612673823433
20190106-204117,250,75.0,80.78612673823433
20190106-204119,250,75.0,80.78612673823433
20190106-204120,250,75.0,80.78612673823433
20190106-204121,250,75.0,80.78612673823433
20190106-204122,250,75.0,80.78612673823433
20190106-204123,250,75.0,80.78612673823433
20190106-204124,250,75.0,80.78612673823433
20190106-204125,250,75.0,80.78612673823433
20190106-204126,250,75.0,80.78612673823433
20190106-204127,250,75.0,80.78612673823433
20190106-204128,250,75.0,80.78612673823433
20190106-204129,250,75.0,80.78612673823433
20190106-204130,250,75.0,80.78612673823433
20190106-204131,250,75.0,80.78612673823433
20190106-204132,250,75.0,80.78612673823433
20190106-204133,250,75.0,80.78612673823433
20190106-204134,250,75.0,80.78612673823433
20190106-204135,250,75.0,80.78612673823433
20190106-204136,250,75.0,80.78612673823433
20190106-204137,250,75.0,80.78612673823433
20190106-204138,250,75.0,80.78612673823433
20190106-204139,250,75.0,80.78612673823433
20190106-204140,250,75.0,80.78612673823433
20190106-204141,250,75.0,80.78612673823433
20190106-204142,250,75.0,80.78612673823433
20190106-204143,40,75.0,45.290542088596176
20190106-204144,40,75.0,45.290542088596176
20190106-204145,40,75.0,45.290542088596176
20190106-204146,40,75.0,45.290542088596176
20190106-204147,40,75.0,45.290542088596176
20190106-204148,40,75.0,45.290542088596176
20190106-204149,40,75.0,45.290542088596176
20190106-204150,40,75.0,45.290542088596176
20190106-204151,40,75.0,45.290542088596176
20190106-204152,40,75.0,45.290542088596176
20190106-204153,40,75.0,45.290542088596176
20190106-204154,40,75.0,45.290542088596176
20190106-204155,40,75.0,45.290542088596176
20190106-204156,40,75.0,45.290542088596176
20190106-204157,40,75.0,45.290542088596176
20190106-204158,40,75.0,45.290542088596176
20190106-204159,40,75.0,45.290542088596176
20190106-204200,40,75.0,45.290542088596176
20190106-204201,40,75.0,45.290542088596176
20190106-204202,40,75.0,45.290542088596176
20190106-204203,40,75.0,45.290542088596176
20190106-204204,40,75.0,45.290542088596176
20190106-204205,40,75.0,45.290542088596176
20190106-204206,40,75.0,45.290542088596176
20190106-204207,40,75.0,45.290542088596176
20190106-204208,40,75.0,45.290542088596176
20190106-204209,40,75.0,45.290542088596176
20190106-204210,40,75.0,45.290542088596176
20190106-204211,40,75.0,45.290542088596176
20190106-204212,40,75.0,45.290542088596176
20190106-204213,40,75.0,45.290542088596176
20190106-204214,40,75.0,45.290542088596176
20190106-204215,40,75.0,45.290542088596176
20190106-204216,40,75.0,45.290542088596176
20190106-204217,40,75.0,45.290542088596176
20190106-204218,40,75.0,45.290542088596176
20190106-204219,40,75.0,45.290542088596176
20190106-204220,40,75.0,45.290542088596176
20190106-204221,40,75.0,45.290542088596176
20190106-204222,40,75.0,45.290542088596176
20190106-204223,40,75.0,45.290542088596176
20190106-204224,40,75.0,45.290542088596176
20190106-204225,40,75.0,45.290542088596176
20190106-204226,40,75.0,45.290542088596176
20190106-204227,40,75.0,45.290542088596176
20190106-204228,40,75.0,45.290542088596176
20190106-204229,40,75.0,45.290542088596176
20190106-204230,40,75.0,45.290542088596176
20190106-204231,40,75.0,45.290542088596176
20190106-204232,40,75.0,45.290542088596176
20190106-204233,40,75.0,45.290542088596176
20190106-204234,40,75.0,45.290542088596176
20190106-204235,40,75.0,45.290542088596176
20190106-204236,40,75.0,45.290542088596176
20190106-204237,40,75.0,45.290542088596176
20190106-204238,40,75.0,45.290542088596176
20190106-204239,40,75.0,45.290542088596176
20190106-204240,40,75.0,45.290542088596176
20190106-204241,40,75.0,45.290542088596176
20190106-204242,40,75.0,45.290542088596176
20190106-204243,110,75.0,69.29540004435569
20190106-204244,110,75.0,69.29540004435569
20190106-204245,110,75.0,69.29540004435569
20190106-204246,110,75.0,69.29540004435569
20190106-204247,110,75.0,69.29540004435569
20190106-204248,110,75.0,69.29540004435569
20190106-204249,110,75.0,69.29540004435569
20190106-204250,110,75.0,69.29540004435569
20190106-204252,110,75.0,69.29540004435569
20190106-204253,110,75.0,69.29540004435569
20190106-204254,110,75.0,69.29540004435569
20190106-204255,110,75.0,69.29540004435569
20190106-204256,110,75.0,69.29540004435569
20190106-204257,110,75.0,69.29540004435569
20190106-204258,110,75.0,69.29540004435569
20190106-204259,110,75.0,69.29540004435569
20190106-204300,110,75.0,69.29540004435569
20190106-204301,110,75.0,69.29540004435569
20190106-204302,110,75.0,69.29540004435569
20190106-204303,110,75.0,69.29540004435569
20190106-204304,110,75.0,69.29540004435569
20190106-204305,110,75.0,69.29540004435569
20190106-204306,110,75.0,69.29540004435569
20190106-204307,110,75.0,69.29540004435569
20190106-204308,110,75.0,69.29540004435569
20190106-204309,110,75.0,69.29540004435569
20190106-204310,110,75.0,69.29540004435569
20190106-204311,110,75.0,69.29540004435569
20190106-204312,110,75.0,69.29540004435569
20190106-204313,110,75.0,69.29540004435569
20190106-204314,110,75.0,69.29540004435569
20190106-204315,110,75.0,69.29540004435569
20190106-204316,110,75.0,69.29540004435569
20190106-204317,110,75.0,69.29540004435569
20190106-204318,110,75.0,69.29540004435569
20190106-204319,110,75.0,69.29540004435569
20190106-204320,110,75.0,69.29540004435569
20190106-204321,110,75.0,69.29540004435569
20190106-204322,110,75.0,69.29540004435569
20190106-204323,110,75.0,69.29540004435569
20190106-204324,110,75.0,69.29540004435569
20190106-204325,110,75.0,69.29540004435569
20190106-204326,110,75.0,69.29540004435569
20190106-204327,110,75.0,69.29540004435569
20190106-204328,110,75.0,69.29540004435569
20190106-204329,110,75.0,69.29540004435569
20190106-204330,110,75.0,69.29540004435569
20190106-204331,110,75.0,69.29540004435569
20190106-204332,110,75.0,69.29540004435569
20190106-204333,110,75.0,69.29540004435569
20190106-204334,110,75.0,69.29540004435569
20190106-204335,110,75.0,69.29540004435569
20190106-204336,110,75.0,69.29540004435569
20190106-204337,110,75.0,69.29540004435569
20190106-204338,110,75.0,69.29540004435569
20190106-204339,110,75.0,69.29540004435569
20190106-204340,110,75.0,69.29540004435569
20190106-204341,110,75.0,69.29540004435569
20190106-204342,110,75.0,69.29540004435569
20190106-204343,110,75.0,69.29540004435569
20190106-204344,150,75.0,74.27883959990449
20190106-204345,150,75.0,74.27883959990449
20190106-204346,150,75.0,74.27883959990449
20190106-204347,150,75.0,74.27883959990449
20190106-204348,150,75.0,74.27883959990449
20190106-204349,150,75.0,74.27883959990449
20190106-204350,150,75.0,74.27883959990449
20190106-204351,150,75.0,74.27883959990449
20190106-204352,150,75.0,74.27883959990449
20190106-204353,150,75.0,74.27883959990449
20190106-204354,150,75.0,74.27883959990449
20190106-204355,150,75.0,74.27883959990449
20190106-204356,150,75.0,74.27883959990449
20190106-204357,150,75.0,74.27883959990449
20190106-204358,150,75.0,74.27883959990449
20190106-204359,150,75.0,74.27883959990449
20190106-204400,150,75.0,74.27883959990449
20190106-204401,150,75.0,74.27883959990449
20190106-204402,150,75.0,74.27883959990449
20190106-204403,150,75.0,74.27883959990449
20190106-204404,150,75.0,74.27883959990449
20190106-204405,150,75.0,74.27883959990449
20190106-204406,150,75.0,74.27883959990449
20190106-204407,150,75.0,74.27883959990449
20190106-204408,150,75.0,74.27883959990449
20190106-204409,150,75.0,74.27883959990449
20190106-204410,150,75.0,74.27883959990449
20190106-204411,150,75.0,74.27883959990449
20190106-204412,150,75.0,74.27883959990449
20190106-204413,150,75.0,74.27883959990449
20190106-204414,150,75.0,74.27883959990449
20190106-204415,150,75.0,74.27883959990449
20190106-204416,150,75.0,74.27883959990449
20190106-204417,150,75.0,74.27883959990449
20190106-204419,150,75.0,74.27883959990449
20190106-204420,150,75.0,74.27883959990449
20190106-204421,150,75.0,74.27883959990449
20190106-204422,150,75.0,74.27883959990449
20190106-204423,150,75.0,74.27883959990449
20190106-204424,150,75.0,74.27883959990449
20190106-204425,150,75.0,74.27883959990449
20190106-204426,150,75.0,74.27883959990449
20190106-204427,150,75.0,74.27883959990449
20190106-204428,150,75.0,74.27883959990449
20190106-204429,150,75.0,74.27883959990449
20190106-204430,150,75.0,74.27883959990449
20190106-204431,150,75.0,74.27883959990449
20190106-204432,150,75.0,74.27883959990449
20190106-204433,150,75.0,74.27883959990449
20190106-204434,150,75.0,74.27883959990449
20190106-204435,150,75.0,74.27883959990449
20190106-204436,150,75.0,74.27883959990449
20190106-204437,150,75.0,74.27883959990449
20190106-204438,150,75.0,74.27883959990449
20190106-204439,150,75.0,74.27883959990449
20190106-204440,150,75.0,74.27883959990449
20190106-204441,150,75.0,74.27883959990449
20190106-204442,150,75.0,74.27883959990449
20190106-204443,150,75.0,74.27883959990449
20190106-204444,150,75.0,74.27883959990449
20190106-204445,180,75.0,76.82188751330958
20190106-204446,180,75.0,76.82188751330958
20190106-204447,180,75.0,76.82188751330958
20190106-204448,180,75.0,76.82188751330958
20190106-204449,180,75.0,76.82188751330958
20190106-204450,180,75.0,76.82188751330958
20190106-204451,180,75.0,76.82188751330958
20190106-204452,180,75.0,76.82188751330958
20190106-204453,180,75.0,76.82188751330958
20190106-204454,180,75.0,76.82188751330958
20190106-204455,180,75.0,76.82188751330958
20190106-204456,180,75.0,76.82188751330958
20190106-204457,180,75.0,76.82188751330958
20190106-204458,180,75.0,76.82188751330958
20190106-204459,180,75.0,76.82188751330958
20190106-204500,180,75.0,76.82188751330958
20190106-204501,180,75.0,76.82188751330958
20190106-204502,180,75.0,76.82188751330958
20190106-204503,180,75.0,76.82188751330958
20190106-204504,180,75.0,76.82188751330958
20190106-204505,180,75.0,76.82188751330958
20190106-204506,180,75.0,76.82188751330958
20190106-204507,180,75.0,76.82188751330958
20190106-204508,180,75.0,76.82188751330958
20190106-204509,180,75.0,76.82188751330958
20190106-204510,180,75.0,76.82188751330958
20190106-204511,180,75.0,76.82188751330958
20190106-204512,180,75.0,76.82188751330958
20190106-204513,180,75.0,76.82188751330958
20190106-204514,180,75.0,76.82188751330958
20190106-204515,180,75.0,76.82188751330958
20190106-204516,180,75.0,76.82188751330958
20190106-204517,180,75.0,76.82188751330958
20190106-204518,180,75.0,76.82188751330958
20190106-204519,180,75.0,76.82188751330958
20190106-204520,180,75.0,76.82188751330958
20190106-204521,180,75.0,76.82188751330958
20190106-204522,180,75.0,76.82188751330958
20190106-204523,180,75.0,76.82188751330958
20190106-204524,180,75.0,76.82188751330958
20190106-204525,180,75.0,76.82188751330958
20190106-204526,180,75.0,76.82188751330958
20190106-204527,180,75.0,76.82188751330958
20190106-204528,180,75.0,76.82188751330958
20190106-204529,180,75.0,76.82188751330958
20190106-204530,180,75.0,76.82188751330958
20190106-204531,180,75.0,76.82188751330958
20190106-204532,180,75.0,76.82188751330958
20190106-204533,180,75.0,76.82188751330958
20190106-204534,180,75.0,76.82188751330958
20190106-204535,180,75.0,76.82188751330958
20190106-204536,180,75.0,76.82188751330958
20190106-204537,180,75.0,76.82188751330958
20190106-204538,180,75.0,76.82188751330958
20190106-204539,180,75.0,76.82188751330958
20190106-204540,180,75.0,76.82188751330958
20190106-204541,180,75.0,76.82188751330958
20190106-204542,180,75.0,76.82188751330958
20190106-204543,180,75.0,76.82188751330958
20190106-204544,180,75.0,76.82188751330958
20190106-204545,110,75.0,69.29540004435569
20190106-204546,110,75.0,69.29540004435569
20190106-204547,110,75.0,69.29540004435569
20190106-204548,110,75.0,69.29540004435569
20190106-204550,110,75.0,69.29540004435569
20190106-204551,110,75.0,69.29540004435569
20190106-204552,110,75.0,69.29540004435569
20190106-204553,110,75.0,69.29540004435569
20190106-204554,110,75.0,69.29540004435569
20190106-204555,110,75.0,69.29540004435569
20190106-204556,110,75.0,69.29540004435569
20190106-204557,110,75.0,69.29540004435569
20190106-204558,110,75.0,69.29540004435569
20190106-204559,110,75.0,69.29540004435569
20190106-204600,110,75.0,69.29540004435569
20190106-204601,110,75.0,69.29540004435569
20190106-204602,110,75.0,69.29540004435569
20190106-204603,110,75.0,69.29540004435569
20190106-204604,110,75.0,69.29540004435569
20190106-204605,110,75.0,69.29540004435569
20190106-204606,110,75.0,69.29540004435569
20190106-204607,110,75.0,69.29540004435569
20190106-204608,110,75.0,69.29540004435569
20190106-204609,110,75.0,69.29540004435569
20190106-204610,110,75.0,69.29540004435569
20190106-204611,110,75.0,69.29540004435569
20190106-204612,110,75.0,69.29540004435569
20190106-204613,110,75.0,69.29540004435569
20190106-204614,110,75.0,69.29540004435569
20190106-204615,110,75.0,69.29540004435569
20190106-204616,110,75.0,69.29540004435569
20190106-204617,110,75.0,69.29540004435569
20190106-204618,110,75.0,69.29540004435569
20190106-204619,110,75.0,69.29540004435569
20190106-204620,110,75.0,69.29540004435569
20190106-204621,110,75.0,69.29540004435569
20190106-204622,110,75.0,69.29540004435569
20190106-204623,110,75.0,69.29540004435569
20190106-204624,110,75.0,69.29540004435569
20190106-204625,110,75.0,69.29540004435569
20190106-204626,110,75.0,69.29540004435569
20190106-204627,110,75.0,69.29540004435569
20190106-204628,110,75.0,69.29540004435569
20190106-204629,110,75.0,69.29540004435569
20190106-204630,110,75.0,69.29540004435569
20190106-204631,110,75.0,69.29540004435569
20190106-204632,110,75.0,69.29540004435569
20190106-204633,110,75.0,69.29540004435569
20190106-204634,110,75.0,69.29540004435569
20190106-204635,110,75.0,69.29540004435569
20190106-204636,110,75.0,69.29540004435569
20190106-204637,110,75.0,69.29540004435569
20190106-204638,110,75.0,69.29540004435569
20190106-204639,110,75.0,69.29540004435569
20190106-204640,110,75.0,69.29540004435569
20190106-204641,110,75.0,69.29540004435569
20190106-204642,110,75.0,69.29540004435569
20190106-204643,110,75.0,69.29540004435569
20190106-204644,110,75.0,69.29540004435569
20190106-204645,110,75.0,69.29540004435569
20190106-204646,250,75.0,80.78612673823433
20190106-204647,250,75.0,80.78612673823433
20190106-204648,250,75.0,80.78612673823433
20190106-204649,250,75.0,80.78612673823433
20190106-204650,250,75.0,80.78612673823433
20190106-204651,250,75.0,80.78612673823433
20190106-204652,250,75.0,80.78612673823433
20190106-204653,250,75.0,80.78612673823433
20190106-204654,250,75.0,80.78612673823433
20190106-204655,250,75.0,80.78612673823433
20190106-204656,250,75.0,80.78612673823433
20190106-204657,250,75.0,80.78612673823433
20190106-204658,250,75.0,80.78612673823433
20190106-204659,250,75.0,80.78612673823433
20190106-204700,250,75.0,80.78612673823433
20190106-204701,250,75.0,80.78612673823433
20190106-204702,250,75.0,80.78612673823433
20190106-204703,250,75.0,80.78612673823433
20190106-204704,250,75.0,80.78612673823433
20190106-204705,250,75.0,80.78612673823433
20190106-204706,250,75.0,80.78612673823433
20190106-204707,250,75.0,80.78612673823433
20190106-204708,250,75.0,80.78612673823433
20190106-204709,250,75.0,80.78612673823433
20190106-204710,250,75.0,80.78612673823433
20190106-204711,250,75.0,80.78612673823433
20190106-204712,250,75.0,80.78612673823433
20190106-204713,250,75.0,80.78612673823433
20190106-204714,250,75.0,80.78612673823433
20190106-204715,250,75.0,80.78612673823433
20190106-204716,250,75.0,80.78612673823433
20190106-204718,250,75.0,80.78612673823433
20190106-204719,250,75.0,80.78612673823433
20190106-204720,250,75.0,80.78612673823433
20190106-204721,250,75.0,80.78612673823433
20190106-204722,250,75.0,80.78612673823433
20190106-204723,250,75.0,80.78612673823433
20190106-204724,250,75.0,80.78612673823433
20190106-204725,250,75.0,80.78612673823433
20190106-204726,250,75.0,80.78612673823433
20190106-204727,250,75.0,80.78612673823433
20190106-204728,250,75.0,80.78612673823433
20190106-204729,250,75.0,80.78612673823433
20190106-204730,250,75.0,80.78612673823433
20190106-204731,250,75.0,80.78612673823433
20190106-204732,250,75.0,80.78612673823433
20190106-204733,250,75.0,80.78612673823433
20190106-204734,250,75.0,80.78612673823433
20190106-204735,250,75.0,80.78612673823433
20190106-204736,250,75.0,80.78612673823433
20190106-204737,250,75.0,80.78612673823433
20190106-204738,250,75.0,80.78612673823433
20190106-204739,250,75.0,80.78612673823433
20190106-204740,250,75.0,80.78612673823433
20190106-204741,250,75.0,80.78612673823433
20190106-204742,250,75.0,80.78612673823433
20190106-204743,250,75.0,80.78612673823433
20190106-204744,250,75.0,80.78612673823433
20190106-204745,250,75.0,80.78612673823433
20190106-204746,250,75.0,80.78612673823433
20190106-204747,110,75.0,69.29540004435569
20190106-204748,110,75.0,69.29540004435569
20190106-204749,110,75.0,69.29540004435569
20190106-204750,110,75.0,69.29540004435569
20190106-204751,110,75.0,69.29540004435569
20190106-204752,110,75.0,69.29540004435569
20190106-204753,110,75.0,69.29540004435569
20190106-204754,110,75.0,69.29540004435569
20190106-204755,110,75.0,69.29540004435569
20190106-204756,110,75.0,69.29540004435569
20190106-204757,110,75.0,69.29540004435569
20190106-204758,110,75.0,69.29540004435569
20190106-204759,110,75.0,69.29540004435569
20190106-204800,110,75.0,69.29540004435569
20190106-204801,110,75.0,69.29540004435569
20190106-204802,110,75.0,69.29540004435569
20190106-204803,110,75.0,69.29540004435569
20190106-204804,110,75.0,69.29540004435569
20190106-204805,110,75.0,69.29540004435569
20190106-204806,110,75.0,69.29540004435569
20190106-204807,110,75.0,69.29540004435569
20190106-204808,110,75.0,69.29540004435569
20190106-204809,110,75.0,69.29540004435569
20190106-204810,110,75.0,69.29540004435569
20190106-204811,110,75.0,69.29540004435569
20190106-204812,110,75.0,69.29540004435569
20190106-204813,110,75.0,69.29540004435569
20190106-204814,110,75.0,69.29540004435569
20190106-204815,110,75.0,69.29540004435569
20190106-204816,110,75.0,69.29540004435569
20190106-204817,110,75.0,69.29540004435569
20190106-204818,110,75.0,69.29540004435569
20190106-204819,110,75.0,69.29540004435569
20190106-204820,110,75.0,69.29540004435569
20190106-204821,110,75.0,69.29540004435569
20190106-204822,110,75.0,69.29540004435569
20190106-204823,110,75.0,69.29540004435569
20190106-204824,110,75.0,69.29540004435569
20190106-204825,110,75.0,69.29540004435569
20190106-204826,110,75.0,69.29540004435569
20190106-204827,110,75.0,69.29540004435569
20190106-204828,110,75.0,69.29540004435569
20190106-204829,110,75.0,69.29540004435569
20190106-204830,110,75.0,69.29540004435569
20190106-204831,110,75.0,69.29540004435569
20190106-204832,110,75.0,69.29540004435569
20190106-204833,110,75.0,69.29540004435569
20190106-204834,110,75.0,69.29540004435569
20190106-204835,110,75.0,69.29540004435569
20190106-204836,110,75.0,69.29540004435569
20190106-204837,110,75.0,69.29540004435569
20190106-204838,110,75.0,69.29540004435569
20190106-204839,110,75.0,69.29540004435569
20190106-204840,110,75.0,69.29540004435569
20190106-204841,110,75.0,69.29540004435569
20190106-204842,110,75.0,69.29540004435569
20190106-204843,110,75.0,69.29540004435569
20190106-204844,110,75.0,69.29540004435569
20190106-204845,110,75.0,69.29540004435569
20190106-204846,110,75.0,69.29540004435569
20190106-204847,280,75.0,81.99009463640111
20190106-204848,280,75.0,81.99009463640111
20190106-204849,280,75.0,81.99009463640111
20190106-204850,280,75.0,81.99009463640111
20190106-204851,280,75.0,81.99009463640111
20190106-204852,280,75.0,81.99009463640111
20190106-204854,280,75.0,81.99009463640111
20190106-204855,280,75.0,81.99009463640111
20190106-204856,280,75.0,81.99009463640111
20190106-204857,280,75.0,81.99009463640111
20190106-204858,280,75.0,81.99009463640111
20190106-204859,280,75.0,81.99009463640111
20190106-204900,280,75.0,81.99009463640111
20190106-204901,280,75.0,81.99009463640111
20190106-204902,280,75.0,81.99009463640111
20190106-204903,280,75.0,81.99009463640111
20190106-204904,280,75.0,81.99009463640111
20190106-204905,280,75.0,81.99009463640111
20190106-204906,280,75.0,81.99009463640111
20190106-204907,280,75.0,81.99009463640111
20190106-204908,280,75.0,81.99009463640111
20190106-204909,280,75.0,81.99009463640111
20190106-204910,280,75.0,81.99009463640111
20190106-204911,280,75.0,81.99009463640111
20190106-204912,280,75.0,81.99009463640111
20190106-204913,280,75.0,81.99009463640111
20190106-204914,280,75.0,81.99009463640111
20190106-204915,280,75.0,81.99009463640111
20190106-204916,280,75.0,81.99009463640111
20190106-204917,280,75.0,81.99009463640111
20190106-204918,280,75.0,81.99009463640111
20190106-204919,280,75.0,81.99009463640111
20190106-204920,280,75.0,81.99009463640111
20190106-204921,280,75.0,81.99009463640111
20190106-204922,280,75.0,81.99009463640111
20190106-204923,280,75.0,81.99009463640111
20190106-204924,280,75.0,81.99009463640111
20190106-204925,280,75.0,81.99009463640111
20190106-204926,280,75.0,81.99009463640111
20190106-204927,280,75.0,81.99009463640111
20190106-204928,280,75.0,81.99009463640111
20190106-204929,280,75.0,81.99009463640111
20190106-204930,280,75.0,81.99009463640111
20190106-204931,280,75.0,81.99009463640111
20190106-204932,280,75.0,81.99009463640111
20190106-204933,280,75.0,81.99009463640111
20190106-204934,280,75.0,81.99009463640111
20190106-204935,280,75.0,81.99009463640111
20190106-204936,280,75.0,81.99009463640111
20190106-204937,280,75.0,81.99009463640111
20190106-204938,280,75.0,81.99009463640111
20190106-204939,280,75.0,81.99009463640111
20190106-204940,280,75.0,81.99009463640111
20190106-204941,280,75.0,81.99009463640111
20190106-204942,280,75.0,81.99009463640111
20190106-204943,280,75.0,81.99009463640111
20190106-204944,280,75.0,81.99009463640111
20190106-204945,280,75.0,81.99009463640111
20190106-204946,280,75.0,81.99009463640111
20190106-204947,280,75.0,81.99009463640111
20190106-204948,110,75.0,69.29540004435569
20190106-204949,110,75.0,69.29540004435569
20190106-204950,110,75.0,69.29540004435569
20190106-204951,110,75.0,69.29540004435569
20190106-204952,110,75.0,69.29540004435569
20190106-204953,110,75.0,69.29540004435569
20190106-204954,110,75.0,69.29540004435569
20190106-204955,110,75.0,69.29540004435569
20190106-204956,110,75.0,69.29540004435569
20190106-204957,110,75.0,69.29540004435569
20190106-204958,110,75.0,69.29540004435569
20190106-204959,110,75.0,69.29540004435569
20190106-205000,110,75.0,69.29540004435569
20190106-205001,110,75.0,69.29540004435569
20190106-205002,110,75.0,69.29540004435569
20190106-205003,110,75.0,69.29540004435569
20190106-205004,110,75.0,69.29540004435569
20190106-205005,110,75.0,69.29540004435569
20190106-205006,110,75.0,69.29540004435569
20190106-205007,110,75.0,69.29540004435569
20190106-205008,110,75.0,69.29540004435569
20190106-205009,110,75.0,69.29540004435569
20190106-205010,110,75.0,69.29540004435569
20190106-205011,110,75.0,69.29540004435569
20190106-205012,110,75.0,69.29540004435569
20190106-205013,110,75.0,69.29540004435569
20190106-205014,110,75.0,69.29540004435569
20190106-205015,110,75.0,69.29540004435569
20190106-205016,110,75.0,69.29540004435569
20190106-205017,110,75.0,69.29540004435569
20190106-205018,110,75.0,69.29540004435569
20190106-205019,110,75.0,69.29540004435569
20190106-205020,110,75.0,69.29540004435569
20190106-205021,110,75.0,69.29540004435569
20190106-205022,110,75.0,69.29540004435569
20190106-205023,110,75.0,69.29540004435569
20190106-205025,110,75.0,69.29540004435569
20190106-205026,110,75.0,69.29540004435569
20190106-205027,110,75.0,69.29540004435569
20190106-205028,110,75.0,69.29540004435569
20190106-205029,110,75.0,69.29540004435569
20190106-205030,110,75.0,69.29540004435569
20190106-205031,110,75.0,69.29540004435569
20190106-205032,110,75.0,69.29540004435569
20190106-205033,110,75.0,69.29540004435569
20190106-205034,110,75.0,69.29540004435569
20190106-205035,110,75.0,69.29540004435569
20190106-205036,110,75.0,69.29540004435569
20190106-205037,110,75.0,69.29540004435569
20190106-205038,110,75.0,69.29540004435569
20190106-205039,110,75.0,69.29540004435569
20190106-205040,110,75.0,69.29540004435569
20190106-205041,110,75.0,69.29540004435569
20190106-205042,110,75.0,69.29540004435569
20190106-205043,110,75.0,69.29540004435569
20190106-205044,110,75.0,69.29540004435569
20190106-205045,110,75.0,69.29540004435569
20190106-205046,110,75.0,69.29540004435569
20190106-205047,110,75.0,69.29540004435569
20190106-205048,110,75.0,69.29540004435569
20190106-205049,310,75.0,83.00695766167486
20190106-205050,310,75.0,83.00695766167486
20190106-205051,310,75.0,83.00695766167486
20190106-205052,310,75.0,83.00695766167486
20190106-205053,310,75.0,83.00695766167486
20190106-205054,310,75.0,83.00695766167486
20190106-205055,310,75.0,83.00695766167486
20190106-205056,310,75.0,83.00695766167486
20190106-205057,310,75.0,83.00695766167486
20190106-205058,310,75.0,83.00695766167486
20190106-205059,310,75.0,83.00695766167486
20190106-205100,310,75.0,83.00695766167486
20190106-205101,310,75.0,83.00695766167486
20190106-205102,310,75.0,83.00695766167486
20190106-205103,310,75.0,83.00695766167486
20190106-205104,310,75.0,83.00695766167486
20190106-205105,310,75.0,83.00695766167486
20190106-205106,310,75.0,83.00695766167486
20190106-205107,310,75.0,83.00695766167486
20190106-205108,310,75.0,83.00695766167486
20190106-205109,310,75.0,83.00695766167486
20190106-205110,310,75.0,83.00695766167486
20190106-205111,310,75.0,83.00695766167486
20190106-205112,310,75.0,83.00695766167486
20190106-205113,310,75.0,83.00695766167486
20190106-205114,310,75.0,83.00695766167486
20190106-205115,310,75.0,83.00695766167486
20190106-205116,310,75.0,83.00695766167486
20190106-205117,310,75.0,83.00695766167486
20190106-205118,310,75.0,83.00695766167486
20190106-205119,310,75.0,83.00695766167486
20190106-205120,310,75.0,83.00695766167486
20190106-205121,310,75.0,83.00695766167486
20190106-205122,310,75.0,83.00695766167486
20190106-205123,310,75.0,83.00695766167486
20190106-205124,310,75.0,83.00695766167486
20190106-205125,310,75.0,83.00695766167486
20190106-205126,310,75.0,83.00695766167486
20190106-205127,310,75.0,83.00695766167486
20190106-205128,310,75.0,83.00695766167486
20190106-205129,310,75.0,83.00695766167486
20190106-205130,310,75.0,83.00695766167486
20190106-205131,310,75.0,83.00695766167486
20190106-205132,310,75.0,83.00695766167486
20190106-205133,310,75.0,83.00695766167486
20190106-205134,310,75.0,83.00695766167486
20190106-205135,310,75.0,83.00695766167486
20190106-205136,310,75.0,83.00695766167486
20190106-205137,310,75.0,83.00695766167486
20190106-205138,310,75.0,83.00695766167486
20190106-205139,310,75.0,83.00695766167486
20190106-205140,310,75.0,83.00695766167486
20190106-205141,310,75.0,83.00695766167486
20190106-205142,310,75.0,83.00695766167486
20190106-205143,310,75.0,83.00695766167486
20190106-205144,310,75.0,83.00695766167486
20190106-205145,310,75.0,83.00695766167486
20190106-205146,310,75.0,83.00695766167486
20190106-205147,310,75.0,83.00695766167486
20190106-205148,310,75.0,83.00695766167486
20190106-205149,110,75.0,69.29540004435569
20190106-205150,110,75.0,69.29540004435569
20190106-205152,110,75.0,69.29540004435569
20190106-205153,110,75.0,69.29540004435569
20190106-205154,110,75.0,69.29540004435569
20190106-205155,110,75.0,69.29540004435569
20190106-205156,110,75.0,69.29540004435569
20190106-205157,110,75.0,69.29540004435569
20190106-205158,110,75.0,69.29540004435569
20190106-205159,110,75.0,69.29540004435569
20190106-205200,110,75.0,69.29540004435569
